,qos value,time slice id,user id,service id,user ip add,user country,user as,service wsdl add,service provider,service ip add,service country,service as
6570,0.569,42.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6571,0.555,43.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6572,0.539,44.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6573,0.576,45.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6574,0.546,46.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6575,0.539,47.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6576,0.548,48.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6577,0.948,49.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6578,0.548,50.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6579,0.552,51.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6580,0.549,52.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6581,0.539,53.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6582,0.541,54.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6583,0.558,55.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6584,0.539,56.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6585,0.792,57.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6586,0.547,58.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6587,0.546,59.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6588,0.541,60.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6589,0.547,61.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6590,0.547,62.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6591,0.557,63.0,2.0,10.0,2,15,94,4593,1442,2125,0,992
6592,5.888,0.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6593,6.854,1.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6594,2.328,2.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6595,3.184,3.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6596,0.631,4.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6597,2.96,5.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6598,3.878,6.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6599,4.971,7.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6600,1.743,8.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6601,2.74,9.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6602,5.503,10.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6603,5.855,11.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6604,4.565,12.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6605,4.127,13.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6606,3.538,14.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6607,19.143,15.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6608,3.86,16.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6609,8.617,17.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6610,1.65,18.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6611,4.68,19.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6612,8.82,20.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6613,2.446,21.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6614,2.716,22.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6615,2.871,23.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6616,2.536,24.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6617,6.77,25.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6618,2.881,26.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6619,20.0,27.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6620,1.511,28.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6621,8.818,29.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6622,3.584,30.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6623,4.2,31.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6624,2.641,32.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6625,0.911,33.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6626,5.35,34.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6627,6.347,35.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6628,3.327,36.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6629,5.572,37.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6630,20.0,38.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6631,3.327,39.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6632,7.184,40.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6633,1.358,41.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6634,7.614,42.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6635,8.123,43.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6636,3.837,44.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6637,3.28,45.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6638,11.777,46.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6639,6.078,47.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6640,4.9,48.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6641,11.001,49.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6642,4.106,50.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6643,8.661,51.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6644,1.748,52.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6645,2.572,53.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6646,6.669,54.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6647,5.897,55.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6648,0.628,56.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6649,4.767,57.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6650,17.713,58.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6651,5.323,59.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6652,3.636,60.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6653,1.646,61.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6654,3.446,62.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6655,11.174,63.0,3.0,10.0,3,29,28,4593,1442,2125,0,992
6656,0.81,0.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6657,0.644,1.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6658,0.645,2.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6659,0.646,3.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6660,0.733,4.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6661,0.647,5.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6662,0.649,6.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6663,0.657,7.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6664,0.644,8.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6665,0.682,9.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6666,0.658,10.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6667,0.646,11.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6668,0.644,12.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6669,0.74,13.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6670,0.645,14.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6671,0.643,15.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6672,0.65,16.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6673,0.856,17.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6674,0.659,18.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6675,0.645,19.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6676,0.644,20.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6677,0.652,21.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6678,0.674,22.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6679,0.646,23.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6680,0.644,24.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6681,0.646,25.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6682,0.656,26.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6683,0.661,27.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6684,0.651,28.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6685,0.655,29.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6686,0.746,30.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6687,0.656,31.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6688,0.655,32.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6689,0.646,33.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6690,0.672,34.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6691,0.655,35.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6692,0.662,36.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6693,0.645,37.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6694,0.65,38.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6695,0.644,39.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6696,0.655,40.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6697,0.653,41.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6698,0.645,42.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6699,0.817,43.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6700,0.648,44.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6701,0.669,45.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6702,0.645,46.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6703,0.874,47.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6704,0.666,48.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6705,0.682,49.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6706,0.667,50.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6707,0.779,51.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6708,0.645,52.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6709,0.649,53.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6710,0.652,54.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6711,0.648,55.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6712,0.652,56.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6713,0.645,57.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6714,0.653,58.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6715,0.65,59.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6716,0.65,60.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6717,0.645,61.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6718,0.644,62.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6719,0.645,63.0,4.0,10.0,4,29,28,4593,1442,2125,0,992
6720,0.765,0.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6721,0.642,1.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6722,0.635,2.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6723,0.64,3.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6724,0.642,4.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6725,0.636,5.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6726,0.638,6.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6727,0.647,7.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6728,0.645,8.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6729,0.735,9.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6730,0.642,10.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6731,0.651,11.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6732,0.635,12.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6733,0.636,13.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6734,0.64,14.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6735,0.637,15.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6736,0.642,16.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6737,0.65,17.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6738,0.648,18.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6739,0.64,19.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6740,0.64,20.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6741,0.845,21.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6742,0.65,22.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6743,0.641,23.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6744,0.64,24.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6745,0.637,25.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6746,0.849,26.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6747,0.645,27.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6748,0.636,28.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6749,0.636,29.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6750,0.644,30.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6751,0.64,31.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6752,0.641,32.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6753,0.639,33.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6754,0.873,34.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6755,0.64,35.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6756,0.649,36.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6757,0.638,37.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6758,0.641,38.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6759,0.736,39.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6760,0.651,40.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6761,0.638,41.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6762,0.64,42.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6763,0.843,43.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6764,0.642,44.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6765,0.643,45.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6766,0.636,46.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6767,0.822,47.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6768,3.662,48.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6769,0.677,49.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6770,0.665,50.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6771,0.864,51.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6772,0.641,52.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6773,0.645,53.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6774,0.648,54.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6775,0.637,55.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6776,0.848,56.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6777,0.636,57.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6778,0.644,58.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6779,0.641,59.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6780,0.865,60.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6781,0.64,61.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6782,0.645,62.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6783,0.65,63.0,5.0,10.0,5,29,15,4593,1442,2125,0,992
6784,0.526,0.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6785,0.493,1.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6786,0.527,2.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6787,0.52,3.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6788,0.555,4.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6789,0.508,5.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6790,0.513,6.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6791,0.499,7.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6792,0.522,8.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6793,0.511,9.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6794,0.523,10.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6795,0.529,11.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6796,0.519,12.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6797,0.529,13.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6798,0.498,14.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6799,0.782,15.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6800,0.517,16.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6801,0.53,17.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6802,0.495,18.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6803,0.53,19.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6804,0.516,20.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6805,0.664,21.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6806,0.518,22.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6807,0.494,23.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6808,0.496,24.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6809,0.533,25.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6810,0.81,26.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6811,0.78,27.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6812,0.567,28.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6813,0.545,29.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6814,0.52,30.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6815,0.531,31.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6816,0.543,32.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6817,0.561,33.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6818,0.546,34.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6819,0.509,35.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6820,0.779,36.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6821,0.536,37.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6822,0.593,38.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6823,0.546,39.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6824,0.523,40.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6825,0.534,41.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6826,0.527,42.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6827,3.321,43.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6828,0.833,44.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6829,0.53,45.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6830,0.524,46.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6831,0.522,47.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6832,0.541,48.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6833,0.555,49.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6834,0.571,50.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6835,0.523,51.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6836,0.506,52.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6837,0.52,53.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6838,0.543,54.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6839,0.534,55.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6840,0.528,56.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6841,0.522,57.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6842,0.545,58.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6843,0.509,59.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6844,0.548,60.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6845,0.512,61.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6846,0.511,62.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6847,0.525,63.0,6.0,10.0,6,29,15,4593,1442,2125,0,992
6848,0.584,0.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6849,0.585,1.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6850,0.528,2.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6851,0.522,3.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6852,0.522,4.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6853,0.522,5.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6854,0.523,6.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6855,0.537,7.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6856,0.521,8.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6857,3.64,9.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6858,0.527,10.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6859,0.536,11.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6860,0.54,12.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6861,0.586,13.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6862,0.526,14.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6863,0.526,15.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6864,0.532,16.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6865,0.666,17.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6866,0.531,18.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6867,0.529,19.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6868,0.529,20.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6869,0.525,21.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6870,0.531,22.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6871,0.533,23.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6872,0.528,24.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6873,0.532,25.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6874,0.53,26.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6875,0.532,27.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6876,0.531,28.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6877,0.666,29.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6878,0.533,30.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6879,0.539,31.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6880,0.539,32.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6881,0.525,33.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6882,0.54,34.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6883,0.538,35.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6884,0.55,36.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6885,0.546,37.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6886,0.562,38.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6887,0.532,39.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6888,0.536,40.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6889,0.535,41.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6890,0.555,42.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6891,0.538,43.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6892,0.534,44.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6893,0.554,45.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6894,0.566,46.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6895,0.541,47.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6896,0.53,48.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6897,0.544,49.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6898,0.541,50.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6899,0.538,51.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6900,0.529,52.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6901,0.54,53.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6902,0.535,54.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6903,0.544,55.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6904,0.529,56.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6905,0.529,57.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6906,0.536,58.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6907,0.543,59.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6908,0.538,60.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6909,0.535,61.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6910,0.663,62.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6911,0.538,63.0,7.0,10.0,7,29,15,4593,1442,2125,0,992
6912,2.698,0.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6913,0.701,1.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6914,0.68,2.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6915,0.678,3.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6916,0.526,4.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6917,0.543,5.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6918,0.55,6.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6919,0.564,7.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6920,0.545,8.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6921,0.564,9.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6922,0.519,10.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6923,0.679,11.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6924,0.545,12.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6925,0.521,13.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6926,0.52,14.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6927,0.541,15.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6928,0.623,16.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6929,0.537,17.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6930,0.567,18.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6931,0.522,19.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6932,0.677,20.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6933,0.561,21.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6934,0.68,22.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6935,0.677,23.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
6936,0.533,24.0,8.0,10.0,8,29,133,4593,1442,2125,0,992
