,time slice id,user id,service id,user ip add,user ip no,service wsdl add,user as,qos value
2547,51.0,1.0,2.0,1,0,1490,115,0.311
2548,52.0,1.0,2.0,1,0,1490,115,0.293
2549,53.0,1.0,2.0,1,0,1490,115,0.33
2550,54.0,1.0,2.0,1,0,1490,115,0.24
2551,55.0,1.0,2.0,1,0,1490,115,0.315
2552,56.0,1.0,2.0,1,0,1490,115,0.277
2553,57.0,1.0,2.0,1,0,1490,115,0.331
2554,58.0,1.0,2.0,1,0,1490,115,0.268
2555,59.0,1.0,2.0,1,0,1490,115,0.248
2556,60.0,1.0,2.0,1,0,1490,115,0.251
2557,61.0,1.0,2.0,1,0,1490,115,0.28
2558,62.0,1.0,2.0,1,0,1490,115,0.26
2559,63.0,1.0,2.0,1,0,1490,115,0.258
2560,0.0,2.0,2.0,2,7,1490,94,0.235
2561,1.0,2.0,2.0,2,7,1490,94,0.235
2562,2.0,2.0,2.0,2,7,1490,94,0.245
2563,3.0,2.0,2.0,2,7,1490,94,0.235
2564,4.0,2.0,2.0,2,7,1490,94,0.244
2565,5.0,2.0,2.0,2,7,1490,94,0.238
2566,6.0,2.0,2.0,2,7,1490,94,0.236
2567,7.0,2.0,2.0,2,7,1490,94,0.24
2568,8.0,2.0,2.0,2,7,1490,94,0.236
2569,9.0,2.0,2.0,2,7,1490,94,0.241
2570,10.0,2.0,2.0,2,7,1490,94,0.25
2571,11.0,2.0,2.0,2,7,1490,94,0.236
2572,12.0,2.0,2.0,2,7,1490,94,0.235
2573,13.0,2.0,2.0,2,7,1490,94,0.239
2574,14.0,2.0,2.0,2,7,1490,94,0.239
2575,15.0,2.0,2.0,2,7,1490,94,0.235
2576,16.0,2.0,2.0,2,7,1490,94,0.243
2577,17.0,2.0,2.0,2,7,1490,94,0.237
2578,18.0,2.0,2.0,2,7,1490,94,0.236
2579,19.0,2.0,2.0,2,7,1490,94,0.235
2580,20.0,2.0,2.0,2,7,1490,94,0.235
2581,21.0,2.0,2.0,2,7,1490,94,0.239
2582,22.0,2.0,2.0,2,7,1490,94,0.236
2583,23.0,2.0,2.0,2,7,1490,94,0.236
2584,24.0,2.0,2.0,2,7,1490,94,0.24
2585,25.0,2.0,2.0,2,7,1490,94,0.278
2586,26.0,2.0,2.0,2,7,1490,94,0.235
2587,27.0,2.0,2.0,2,7,1490,94,0.236
2588,28.0,2.0,2.0,2,7,1490,94,0.237
2589,29.0,2.0,2.0,2,7,1490,94,0.27
2590,30.0,2.0,2.0,2,7,1490,94,0.236
2591,31.0,2.0,2.0,2,7,1490,94,0.236
2592,32.0,2.0,2.0,2,7,1490,94,0.235
2593,33.0,2.0,2.0,2,7,1490,94,0.241
2594,34.0,2.0,2.0,2,7,1490,94,0.236
2595,35.0,2.0,2.0,2,7,1490,94,0.235
2596,36.0,2.0,2.0,2,7,1490,94,0.237
2597,37.0,2.0,2.0,2,7,1490,94,0.237
2598,38.0,2.0,2.0,2,7,1490,94,0.248
2599,39.0,2.0,2.0,2,7,1490,94,0.236
2600,40.0,2.0,2.0,2,7,1490,94,0.236
2601,41.0,2.0,2.0,2,7,1490,94,0.236
2602,42.0,2.0,2.0,2,7,1490,94,0.236
2603,43.0,2.0,2.0,2,7,1490,94,0.242
2604,44.0,2.0,2.0,2,7,1490,94,0.25
2605,45.0,2.0,2.0,2,7,1490,94,0.237
2606,46.0,2.0,2.0,2,7,1490,94,0.236
2607,47.0,2.0,2.0,2,7,1490,94,0.238
2608,48.0,2.0,2.0,2,7,1490,94,0.236
2609,49.0,2.0,2.0,2,7,1490,94,0.235
2610,50.0,2.0,2.0,2,7,1490,94,0.237
2611,51.0,2.0,2.0,2,7,1490,94,0.24
2612,52.0,2.0,2.0,2,7,1490,94,0.235
2613,53.0,2.0,2.0,2,7,1490,94,0.236
2614,54.0,2.0,2.0,2,7,1490,94,0.244
2615,55.0,2.0,2.0,2,7,1490,94,0.238
2616,56.0,2.0,2.0,2,7,1490,94,0.239
2617,57.0,2.0,2.0,2,7,1490,94,0.324
2618,58.0,2.0,2.0,2,7,1490,94,0.236
2619,59.0,2.0,2.0,2,7,1490,94,0.237
2620,60.0,2.0,2.0,2,7,1490,94,0.245
2621,61.0,2.0,2.0,2,7,1490,94,0.238
2622,62.0,2.0,2.0,2,7,1490,94,0.237
2623,63.0,2.0,2.0,2,7,1490,94,0.235
2624,0.0,3.0,2.0,3,12,1490,28,1.959
2625,1.0,3.0,2.0,3,12,1490,28,0.437
2626,2.0,3.0,2.0,3,12,1490,28,0.635
2627,3.0,3.0,2.0,3,12,1490,28,1.535
2628,4.0,3.0,2.0,3,12,1490,28,1.297
2629,5.0,3.0,2.0,3,12,1490,28,1.783
2630,6.0,3.0,2.0,3,12,1490,28,1.177
2631,7.0,3.0,2.0,3,12,1490,28,2.628
2632,8.0,3.0,2.0,3,12,1490,28,0.583
2633,9.0,3.0,2.0,3,12,1490,28,0.254
2634,10.0,3.0,2.0,3,12,1490,28,0.589
2635,11.0,3.0,2.0,3,12,1490,28,2.241
2636,12.0,3.0,2.0,3,12,1490,28,0.722
2637,13.0,3.0,2.0,3,12,1490,28,1.887
2638,14.0,3.0,2.0,3,12,1490,28,0.323
2639,15.0,3.0,2.0,3,12,1490,28,0.337
2640,16.0,3.0,2.0,3,12,1490,28,0.626
2641,17.0,3.0,2.0,3,12,1490,28,1.744
2642,18.0,3.0,2.0,3,12,1490,28,2.072
2643,19.0,3.0,2.0,3,12,1490,28,0.746
2644,20.0,3.0,2.0,3,12,1490,28,0.594
2645,21.0,3.0,2.0,3,12,1490,28,2.409
2646,22.0,3.0,2.0,3,12,1490,28,2.88
2647,23.0,3.0,2.0,3,12,1490,28,1.676
2648,24.0,3.0,2.0,3,12,1490,28,0.254
2649,25.0,3.0,2.0,3,12,1490,28,0.258
2650,26.0,3.0,2.0,3,12,1490,28,1.935
2651,27.0,3.0,2.0,3,12,1490,28,0.654
2652,28.0,3.0,2.0,3,12,1490,28,0.386
2653,29.0,3.0,2.0,3,12,1490,28,1.369
2654,30.0,3.0,2.0,3,12,1490,28,0.664
2655,31.0,3.0,2.0,3,12,1490,28,2.254
2656,32.0,3.0,2.0,3,12,1490,28,1.633
2657,33.0,3.0,2.0,3,12,1490,28,1.853
2658,34.0,3.0,2.0,3,12,1490,28,4.115
2659,35.0,3.0,2.0,3,12,1490,28,0.585
2660,36.0,3.0,2.0,3,12,1490,28,0.533
2661,37.0,3.0,2.0,3,12,1490,28,0.76
2662,38.0,3.0,2.0,3,12,1490,28,2.11
2663,39.0,3.0,2.0,3,12,1490,28,1.016
2664,40.0,3.0,2.0,3,12,1490,28,1.064
2665,41.0,3.0,2.0,3,12,1490,28,0.985
2666,42.0,3.0,2.0,3,12,1490,28,1.53
2667,43.0,3.0,2.0,3,12,1490,28,0.62
2668,44.0,3.0,2.0,3,12,1490,28,1.908
2669,45.0,3.0,2.0,3,12,1490,28,0.484
2670,46.0,3.0,2.0,3,12,1490,28,0.671
2671,47.0,3.0,2.0,3,12,1490,28,0.576
2672,48.0,3.0,2.0,3,12,1490,28,2.198
2673,49.0,3.0,2.0,3,12,1490,28,1.521
2674,50.0,3.0,2.0,3,12,1490,28,0.998
2675,51.0,3.0,2.0,3,12,1490,28,0.94
2676,52.0,3.0,2.0,3,12,1490,28,0.492
2677,53.0,3.0,2.0,3,12,1490,28,1.817
2678,54.0,3.0,2.0,3,12,1490,28,2.037
2679,55.0,3.0,2.0,3,12,1490,28,0.826
2680,56.0,3.0,2.0,3,12,1490,28,1.413
2681,57.0,3.0,2.0,3,12,1490,28,0.981
2682,58.0,3.0,2.0,3,12,1490,28,2.014
2683,59.0,3.0,2.0,3,12,1490,28,0.644
2684,60.0,3.0,2.0,3,12,1490,28,0.339
2685,61.0,3.0,2.0,3,12,1490,28,1.692
2686,62.0,3.0,2.0,3,12,1490,28,0.689
2687,63.0,3.0,2.0,3,12,1490,28,0.511
2688,0.0,4.0,2.0,4,13,1490,28,0.283
2689,1.0,4.0,2.0,4,13,1490,28,0.307
2690,2.0,4.0,2.0,4,13,1490,28,0.309
2691,3.0,4.0,2.0,4,13,1490,28,0.325
2692,4.0,4.0,2.0,4,13,1490,28,0.316
2693,5.0,4.0,2.0,4,13,1490,28,0.349
2694,6.0,4.0,2.0,4,13,1490,28,0.335
2695,7.0,4.0,2.0,4,13,1490,28,0.285
2696,8.0,4.0,2.0,4,13,1490,28,0.322
2697,9.0,4.0,2.0,4,13,1490,28,0.284
2698,10.0,4.0,2.0,4,13,1490,28,0.282
2699,11.0,4.0,2.0,4,13,1490,28,0.32
2700,12.0,4.0,2.0,4,13,1490,28,0.285
2701,13.0,4.0,2.0,4,13,1490,28,0.356
2702,14.0,4.0,2.0,4,13,1490,28,0.385
2703,15.0,4.0,2.0,4,13,1490,28,0.306
2704,16.0,4.0,2.0,4,13,1490,28,0.283
2705,17.0,4.0,2.0,4,13,1490,28,0.327
2706,18.0,4.0,2.0,4,13,1490,28,0.287
2707,19.0,4.0,2.0,4,13,1490,28,0.388
2708,20.0,4.0,2.0,4,13,1490,28,0.308
2709,21.0,4.0,2.0,4,13,1490,28,0.307
2710,22.0,4.0,2.0,4,13,1490,28,0.307
2711,23.0,4.0,2.0,4,13,1490,28,0.286
2712,24.0,4.0,2.0,4,13,1490,28,0.32
2713,25.0,4.0,2.0,4,13,1490,28,0.309
2714,26.0,4.0,2.0,4,13,1490,28,0.288
2715,27.0,4.0,2.0,4,13,1490,28,0.324
2716,28.0,4.0,2.0,4,13,1490,28,0.34
2717,29.0,4.0,2.0,4,13,1490,28,0.286
2718,30.0,4.0,2.0,4,13,1490,28,0.284
2719,31.0,4.0,2.0,4,13,1490,28,0.324
2720,32.0,4.0,2.0,4,13,1490,28,0.287
2721,33.0,4.0,2.0,4,13,1490,28,0.282
2722,34.0,4.0,2.0,4,13,1490,28,0.291
2723,35.0,4.0,2.0,4,13,1490,28,0.298
2724,36.0,4.0,2.0,4,13,1490,28,0.297
2725,37.0,4.0,2.0,4,13,1490,28,0.285
2726,38.0,4.0,2.0,4,13,1490,28,0.284
2727,39.0,4.0,2.0,4,13,1490,28,0.31
2728,40.0,4.0,2.0,4,13,1490,28,0.312
2729,41.0,4.0,2.0,4,13,1490,28,0.292
2730,42.0,4.0,2.0,4,13,1490,28,0.283
2731,43.0,4.0,2.0,4,13,1490,28,0.325
2732,44.0,4.0,2.0,4,13,1490,28,0.283
2733,45.0,4.0,2.0,4,13,1490,28,0.344
2734,46.0,4.0,2.0,4,13,1490,28,0.368
2735,47.0,4.0,2.0,4,13,1490,28,0.283
2736,48.0,4.0,2.0,4,13,1490,28,0.307
2737,49.0,4.0,2.0,4,13,1490,28,0.285
2738,50.0,4.0,2.0,4,13,1490,28,0.303
2739,51.0,4.0,2.0,4,13,1490,28,0.3
2740,52.0,4.0,2.0,4,13,1490,28,0.284
2741,53.0,4.0,2.0,4,13,1490,28,0.314
2742,54.0,4.0,2.0,4,13,1490,28,0.284
2743,55.0,4.0,2.0,4,13,1490,28,0.329
2744,56.0,4.0,2.0,4,13,1490,28,0.33
2745,57.0,4.0,2.0,4,13,1490,28,0.289
2746,58.0,4.0,2.0,4,13,1490,28,0.325
2747,59.0,4.0,2.0,4,13,1490,28,0.309
2748,60.0,4.0,2.0,4,13,1490,28,0.305
2749,61.0,4.0,2.0,4,13,1490,28,0.282
2750,62.0,4.0,2.0,4,13,1490,28,0.308
2751,63.0,4.0,2.0,4,13,1490,28,0.289
2752,0.0,5.0,2.0,5,27,1490,15,0.314
2753,1.0,5.0,2.0,5,27,1490,15,0.278
2754,2.0,5.0,2.0,5,27,1490,15,0.343
2755,3.0,5.0,2.0,5,27,1490,15,0.298
2756,4.0,5.0,2.0,5,27,1490,15,0.31
2757,5.0,5.0,2.0,5,27,1490,15,0.324
2758,6.0,5.0,2.0,5,27,1490,15,0.283
2759,7.0,5.0,2.0,5,27,1490,15,0.304
2760,8.0,5.0,2.0,5,27,1490,15,0.292
2761,9.0,5.0,2.0,5,27,1490,15,0.307
2762,10.0,5.0,2.0,5,27,1490,15,0.278
2763,11.0,5.0,2.0,5,27,1490,15,0.273
2764,12.0,5.0,2.0,5,27,1490,15,0.306
2765,13.0,5.0,2.0,5,27,1490,15,0.293
2766,14.0,5.0,2.0,5,27,1490,15,2.769
2767,15.0,5.0,2.0,5,27,1490,15,0.316
2768,16.0,5.0,2.0,5,27,1490,15,0.271
2769,17.0,5.0,2.0,5,27,1490,15,0.293
2770,18.0,5.0,2.0,5,27,1490,15,0.293
2771,19.0,5.0,2.0,5,27,1490,15,0.317
2772,20.0,5.0,2.0,5,27,1490,15,0.277
2773,21.0,5.0,2.0,5,27,1490,15,0.32
2774,22.0,5.0,2.0,5,27,1490,15,0.29
2775,23.0,5.0,2.0,5,27,1490,15,0.32
2776,24.0,5.0,2.0,5,27,1490,15,0.301
2777,25.0,5.0,2.0,5,27,1490,15,0.285
2778,26.0,5.0,2.0,5,27,1490,15,0.275
2779,27.0,5.0,2.0,5,27,1490,15,0.286
2780,28.0,5.0,2.0,5,27,1490,15,0.349
2781,29.0,5.0,2.0,5,27,1490,15,0.274
2782,30.0,5.0,2.0,5,27,1490,15,0.274
2783,31.0,5.0,2.0,5,27,1490,15,0.288
2784,32.0,5.0,2.0,5,27,1490,15,0.303
2785,33.0,5.0,2.0,5,27,1490,15,0.301
2786,34.0,5.0,2.0,5,27,1490,15,0.313
2787,35.0,5.0,2.0,5,27,1490,15,0.277
2788,36.0,5.0,2.0,5,27,1490,15,0.377
2789,37.0,5.0,2.0,5,27,1490,15,0.343
2790,38.0,5.0,2.0,5,27,1490,15,0.29
2791,39.0,5.0,2.0,5,27,1490,15,0.302
2792,40.0,5.0,2.0,5,27,1490,15,0.273
2793,41.0,5.0,2.0,5,27,1490,15,0.284
2794,42.0,5.0,2.0,5,27,1490,15,0.299
2795,43.0,5.0,2.0,5,27,1490,15,0.311
2796,44.0,5.0,2.0,5,27,1490,15,0.282
2797,45.0,5.0,2.0,5,27,1490,15,0.282
2798,46.0,5.0,2.0,5,27,1490,15,0.282
2799,47.0,5.0,2.0,5,27,1490,15,0.308
2800,48.0,5.0,2.0,5,27,1490,15,0.291
2801,49.0,5.0,2.0,5,27,1490,15,0.284
2802,50.0,5.0,2.0,5,27,1490,15,0.295
2803,51.0,5.0,2.0,5,27,1490,15,0.3
2804,52.0,5.0,2.0,5,27,1490,15,0.323
2805,53.0,5.0,2.0,5,27,1490,15,0.317
2806,54.0,5.0,2.0,5,27,1490,15,0.282
2807,55.0,5.0,2.0,5,27,1490,15,0.309
2808,56.0,5.0,2.0,5,27,1490,15,0.325
2809,57.0,5.0,2.0,5,27,1490,15,0.382
2810,58.0,5.0,2.0,5,27,1490,15,0.325
2811,59.0,5.0,2.0,5,27,1490,15,0.386
2812,60.0,5.0,2.0,5,27,1490,15,0.308
2813,61.0,5.0,2.0,5,27,1490,15,0.29
2814,62.0,5.0,2.0,5,27,1490,15,0.306
2815,63.0,5.0,2.0,5,27,1490,15,0.272
2816,0.0,6.0,2.0,6,28,1490,15,0.244
2817,1.0,6.0,2.0,6,28,1490,15,0.268
2818,2.0,6.0,2.0,6,28,1490,15,0.244
2819,3.0,6.0,2.0,6,28,1490,15,0.292
2820,4.0,6.0,2.0,6,28,1490,15,0.322
2821,5.0,6.0,2.0,6,28,1490,15,0.282
2822,6.0,6.0,2.0,6,28,1490,15,0.233
2823,7.0,6.0,2.0,6,28,1490,15,0.254
2824,8.0,6.0,2.0,6,28,1490,15,0.258
2825,9.0,6.0,2.0,6,28,1490,15,0.237
2826,10.0,6.0,2.0,6,28,1490,15,0.237
2827,11.0,6.0,2.0,6,28,1490,15,0.277
2828,12.0,6.0,2.0,6,28,1490,15,0.224
2829,13.0,6.0,2.0,6,28,1490,15,0.232
2830,14.0,6.0,2.0,6,28,1490,15,2.433
2831,15.0,6.0,2.0,6,28,1490,15,0.263
2832,16.0,6.0,2.0,6,28,1490,15,0.261
2833,17.0,6.0,2.0,6,28,1490,15,0.27
2834,18.0,6.0,2.0,6,28,1490,15,0.252
2835,19.0,6.0,2.0,6,28,1490,15,0.238
2836,20.0,6.0,2.0,6,28,1490,15,0.237
2837,21.0,6.0,2.0,6,28,1490,15,0.266
2838,22.0,6.0,2.0,6,28,1490,15,0.273
2839,23.0,6.0,2.0,6,28,1490,15,2.552
2840,24.0,6.0,2.0,6,28,1490,15,0.304
2841,25.0,6.0,2.0,6,28,1490,15,0.278
2842,26.0,6.0,2.0,6,28,1490,15,0.28
2843,27.0,6.0,2.0,6,28,1490,15,0.231
2844,28.0,6.0,2.0,6,28,1490,15,0.339
2845,29.0,6.0,2.0,6,28,1490,15,0.23
2846,30.0,6.0,2.0,6,28,1490,15,0.273
2847,31.0,6.0,2.0,6,28,1490,15,0.238
2848,32.0,6.0,2.0,6,28,1490,15,0.259
2849,33.0,6.0,2.0,6,28,1490,15,0.327
2850,34.0,6.0,2.0,6,28,1490,15,0.271
2851,35.0,6.0,2.0,6,28,1490,15,0.249
2852,36.0,6.0,2.0,6,28,1490,15,0.325
2853,37.0,6.0,2.0,6,28,1490,15,0.297
2854,38.0,6.0,2.0,6,28,1490,15,0.272
2855,39.0,6.0,2.0,6,28,1490,15,0.24
2856,40.0,6.0,2.0,6,28,1490,15,0.29
2857,41.0,6.0,2.0,6,28,1490,15,0.249
2858,42.0,6.0,2.0,6,28,1490,15,0.234
2859,43.0,6.0,2.0,6,28,1490,15,0.257
2860,44.0,6.0,2.0,6,28,1490,15,0.258
2861,45.0,6.0,2.0,6,28,1490,15,0.394
2862,46.0,6.0,2.0,6,28,1490,15,0.286
2863,47.0,6.0,2.0,6,28,1490,15,0.29
2864,48.0,6.0,2.0,6,28,1490,15,0.257
2865,49.0,6.0,2.0,6,28,1490,15,0.26
2866,50.0,6.0,2.0,6,28,1490,15,0.285
2867,51.0,6.0,2.0,6,28,1490,15,0.271
2868,52.0,6.0,2.0,6,28,1490,15,0.463
2869,53.0,6.0,2.0,6,28,1490,15,0.288
2870,54.0,6.0,2.0,6,28,1490,15,0.282
2871,55.0,6.0,2.0,6,28,1490,15,0.278
2872,56.0,6.0,2.0,6,28,1490,15,0.364
2873,57.0,6.0,2.0,6,28,1490,15,0.285
2874,58.0,6.0,2.0,6,28,1490,15,0.306
2875,59.0,6.0,2.0,6,28,1490,15,0.265
2876,60.0,6.0,2.0,6,28,1490,15,0.316
2877,61.0,6.0,2.0,6,28,1490,15,0.23
2878,62.0,6.0,2.0,6,28,1490,15,0.241
2879,63.0,6.0,2.0,6,28,1490,15,0.274
2880,0.0,7.0,2.0,7,29,1490,15,0.231
2881,1.0,7.0,2.0,7,29,1490,15,2.633
2882,2.0,7.0,2.0,7,29,1490,15,0.224
2883,3.0,7.0,2.0,7,29,1490,15,0.23
2884,4.0,7.0,2.0,7,29,1490,15,0.222
2885,5.0,7.0,2.0,7,29,1490,15,0.226
2886,6.0,7.0,2.0,7,29,1490,15,0.278
2887,7.0,7.0,2.0,7,29,1490,15,0.235
2888,8.0,7.0,2.0,7,29,1490,15,0.221
2889,9.0,7.0,2.0,7,29,1490,15,0.253
2890,10.0,7.0,2.0,7,29,1490,15,0.278
2891,11.0,7.0,2.0,7,29,1490,15,0.222
2892,12.0,7.0,2.0,7,29,1490,15,0.227
2893,13.0,7.0,2.0,7,29,1490,15,0.22
2894,14.0,7.0,2.0,7,29,1490,15,0.224
2895,15.0,7.0,2.0,7,29,1490,15,0.249
2896,16.0,7.0,2.0,7,29,1490,15,0.318
2897,17.0,7.0,2.0,7,29,1490,15,0.227
2898,18.0,7.0,2.0,7,29,1490,15,0.231
2899,19.0,7.0,2.0,7,29,1490,15,0.223
2900,20.0,7.0,2.0,7,29,1490,15,0.222
2901,21.0,7.0,2.0,7,29,1490,15,0.257
2902,22.0,7.0,2.0,7,29,1490,15,0.225
2903,23.0,7.0,2.0,7,29,1490,15,0.222
2904,24.0,7.0,2.0,7,29,1490,15,0.23
2905,25.0,7.0,2.0,7,29,1490,15,0.266
2906,26.0,7.0,2.0,7,29,1490,15,0.308
2907,27.0,7.0,2.0,7,29,1490,15,0.294
2908,28.0,7.0,2.0,7,29,1490,15,0.271
2909,29.0,7.0,2.0,7,29,1490,15,0.285
2910,30.0,7.0,2.0,7,29,1490,15,0.239
2911,31.0,7.0,2.0,7,29,1490,15,0.281
2912,32.0,7.0,2.0,7,29,1490,15,0.234
2913,33.0,7.0,2.0,7,29,1490,15,0.273
2914,34.0,7.0,2.0,7,29,1490,15,0.244
2915,35.0,7.0,2.0,7,29,1490,15,0.224
2916,36.0,7.0,2.0,7,29,1490,15,0.233
2917,37.0,7.0,2.0,7,29,1490,15,0.267
2918,38.0,7.0,2.0,7,29,1490,15,0.231
2919,39.0,7.0,2.0,7,29,1490,15,0.279
2920,40.0,7.0,2.0,7,29,1490,15,0.232
2921,41.0,7.0,2.0,7,29,1490,15,0.257
2922,42.0,7.0,2.0,7,29,1490,15,0.243
2923,43.0,7.0,2.0,7,29,1490,15,0.304
2924,44.0,7.0,2.0,7,29,1490,15,0.281
2925,45.0,7.0,2.0,7,29,1490,15,0.229
2926,46.0,7.0,2.0,7,29,1490,15,0.263
2927,47.0,7.0,2.0,7,29,1490,15,0.261
2928,48.0,7.0,2.0,7,29,1490,15,0.247
2929,49.0,7.0,2.0,7,29,1490,15,0.258
2930,50.0,7.0,2.0,7,29,1490,15,0.347
2931,51.0,7.0,2.0,7,29,1490,15,0.225
2932,52.0,7.0,2.0,7,29,1490,15,2.614
2933,53.0,7.0,2.0,7,29,1490,15,0.222
2934,54.0,7.0,2.0,7,29,1490,15,0.3
2935,55.0,7.0,2.0,7,29,1490,15,0.241
2936,56.0,7.0,2.0,7,29,1490,15,0.249
2937,57.0,7.0,2.0,7,29,1490,15,0.251
2938,58.0,7.0,2.0,7,29,1490,15,0.278
2939,59.0,7.0,2.0,7,29,1490,15,0.291
2940,60.0,7.0,2.0,7,29,1490,15,2.584
2941,61.0,7.0,2.0,7,29,1490,15,0.222
2942,62.0,7.0,2.0,7,29,1490,15,0.298
2943,63.0,7.0,2.0,7,29,1490,15,0.243
2944,0.0,8.0,2.0,8,30,1490,133,0.419
2945,1.0,8.0,2.0,8,30,1490,133,0.278
2946,2.0,8.0,2.0,8,30,1490,133,0.292
2947,3.0,8.0,2.0,8,30,1490,133,0.284
2948,4.0,8.0,2.0,8,30,1490,133,0.314
2949,5.0,8.0,2.0,8,30,1490,133,0.315
2950,6.0,8.0,2.0,8,30,1490,133,0.244
2951,7.0,8.0,2.0,8,30,1490,133,0.299
2952,8.0,8.0,2.0,8,30,1490,133,0.249
2953,9.0,8.0,2.0,8,30,1490,133,0.264
2954,10.0,8.0,2.0,8,30,1490,133,0.241
2955,11.0,8.0,2.0,8,30,1490,133,0.281
2956,12.0,8.0,2.0,8,30,1490,133,0.312
2957,13.0,8.0,2.0,8,30,1490,133,0.229
2958,14.0,8.0,2.0,8,30,1490,133,0.271
2959,15.0,8.0,2.0,8,30,1490,133,0.277
2960,16.0,8.0,2.0,8,30,1490,133,0.284
2961,17.0,8.0,2.0,8,30,1490,133,0.362
2962,18.0,8.0,2.0,8,30,1490,133,0.348
2963,19.0,8.0,2.0,8,30,1490,133,0.248
2964,20.0,8.0,2.0,8,30,1490,133,0.23
2965,21.0,8.0,2.0,8,30,1490,133,0.309
2966,22.0,8.0,2.0,8,30,1490,133,0.267
2967,23.0,8.0,2.0,8,30,1490,133,0.245
2968,24.0,8.0,2.0,8,30,1490,133,0.324
2969,25.0,8.0,2.0,8,30,1490,133,0.228
2970,26.0,8.0,2.0,8,30,1490,133,0.37
2971,27.0,8.0,2.0,8,30,1490,133,0.312
2972,28.0,8.0,2.0,8,30,1490,133,0.229
2973,29.0,8.0,2.0,8,30,1490,133,0.269
2974,30.0,8.0,2.0,8,30,1490,133,0.246
2975,31.0,8.0,2.0,8,30,1490,133,0.344
2976,32.0,8.0,2.0,8,30,1490,133,0.247
2977,33.0,8.0,2.0,8,30,1490,133,0.309
2978,34.0,8.0,2.0,8,30,1490,133,0.264
2979,35.0,8.0,2.0,8,30,1490,133,0.303
2980,36.0,8.0,2.0,8,30,1490,133,0.236
2981,37.0,8.0,2.0,8,30,1490,133,0.287
2982,38.0,8.0,2.0,8,30,1490,133,0.232
2983,39.0,8.0,2.0,8,30,1490,133,0.313
2984,40.0,8.0,2.0,8,30,1490,133,0.284
2985,41.0,8.0,2.0,8,30,1490,133,0.229
2986,42.0,8.0,2.0,8,30,1490,133,0.328
2987,43.0,8.0,2.0,8,30,1490,133,0.253
2988,44.0,8.0,2.0,8,30,1490,133,2.541
2989,45.0,8.0,2.0,8,30,1490,133,0.322
2990,46.0,8.0,2.0,8,30,1490,133,0.237
2991,47.0,8.0,2.0,8,30,1490,133,0.237
2992,48.0,8.0,2.0,8,30,1490,133,0.3
2993,49.0,8.0,2.0,8,30,1490,133,0.31
2994,50.0,8.0,2.0,8,30,1490,133,0.243
2995,51.0,8.0,2.0,8,30,1490,133,0.297
2996,52.0,8.0,2.0,8,30,1490,133,0.269
2997,53.0,8.0,2.0,8,30,1490,133,0.372
2998,54.0,8.0,2.0,8,30,1490,133,0.227
2999,55.0,8.0,2.0,8,30,1490,133,2.475
3000,56.0,8.0,2.0,8,30,1490,133,0.286
3001,57.0,8.0,2.0,8,30,1490,133,0.247
3002,58.0,8.0,2.0,8,30,1490,133,0.321
3003,59.0,8.0,2.0,8,30,1490,133,0.311
3004,60.0,8.0,2.0,8,30,1490,133,0.275
3005,61.0,8.0,2.0,8,30,1490,133,0.302
3006,62.0,8.0,2.0,8,30,1490,133,0.233
3007,63.0,8.0,2.0,8,30,1490,133,0.237
3008,0.0,9.0,2.0,9,31,1490,133,0.498
3009,1.0,9.0,2.0,9,31,1490,133,0.281
3010,2.0,9.0,2.0,9,31,1490,133,0.448
3011,3.0,9.0,2.0,9,31,1490,133,0.273
3012,4.0,9.0,2.0,9,31,1490,133,0.273
3013,5.0,9.0,2.0,9,31,1490,133,0.3
3014,6.0,9.0,2.0,9,31,1490,133,0.396
3015,7.0,9.0,2.0,9,31,1490,133,0.315
3016,8.0,9.0,2.0,9,31,1490,133,0.315
3017,9.0,9.0,2.0,9,31,1490,133,0.36
3018,10.0,9.0,2.0,9,31,1490,133,0.273
3019,11.0,9.0,2.0,9,31,1490,133,0.298
3020,12.0,9.0,2.0,9,31,1490,133,0.313
3021,13.0,9.0,2.0,9,31,1490,133,0.273
3022,14.0,9.0,2.0,9,31,1490,133,0.291
3023,15.0,9.0,2.0,9,31,1490,133,0.286
3024,16.0,9.0,2.0,9,31,1490,133,0.336
3025,17.0,9.0,2.0,9,31,1490,133,0.296
3026,18.0,9.0,2.0,9,31,1490,133,0.328
3027,19.0,9.0,2.0,9,31,1490,133,0.285
3028,20.0,9.0,2.0,9,31,1490,133,0.279
3029,21.0,9.0,2.0,9,31,1490,133,0.379
3030,22.0,9.0,2.0,9,31,1490,133,0.269
3031,23.0,9.0,2.0,9,31,1490,133,0.527
3032,24.0,9.0,2.0,9,31,1490,133,0.392
3033,25.0,9.0,2.0,9,31,1490,133,0.298
3034,26.0,9.0,2.0,9,31,1490,133,0.286
3035,27.0,9.0,2.0,9,31,1490,133,0.327
3036,28.0,9.0,2.0,9,31,1490,133,0.359
3037,29.0,9.0,2.0,9,31,1490,133,0.271
3038,30.0,9.0,2.0,9,31,1490,133,0.386
3039,31.0,9.0,2.0,9,31,1490,133,0.355
3040,32.0,9.0,2.0,9,31,1490,133,0.29
3041,33.0,9.0,2.0,9,31,1490,133,0.333
3042,34.0,9.0,2.0,9,31,1490,133,0.295
3043,35.0,9.0,2.0,9,31,1490,133,0.307
3044,36.0,9.0,2.0,9,31,1490,133,0.297
